ISSN;PERIÓDICO;QUALIS;FI (JCR);H-index;Citações (2019-2022);Citações (média)
01968092;Lasers in Surgery and Medicine;A1;0.75;117;1161;3
10456635;Latin American Antiquity;A1;0.67;43;204;1
23255080;Latin American Antiquity;A1;0.67;43;204;1
1531426X;Latin American Politics and Society;A1;0.69;45;132;2
09594752;Learning and Instruction;A1;2.48;125;1569;7
02614367;Leisure Studies;A1;0.67;69;630;3
08706182;Ler Historia;A1;0.25;5;17;0
19847726;LETRAS DE HOJE (ONLINE);A1;0;0;0;0
08876924;Leukemia;A1;4.03;202;9715;10
04394216;Homme;A1;0.13;16;18;0
00243205;Life Sciences;A1;1.13;174;17661;6
20477538;Light: Science and Applications;A1;5.5;112;8139;18
00243590;Limnology and Oceanography;A1;1.48;208;3205;5
19824017;LINGUAGEM EM (DIS)CURSO (ONLINE);A1;0;0;0;0
16478770;LINGUARUM ARENA;A1;0;0;0;0
00243892;Linguistic Inquiry;A1;1.48;76;139;2
02681145;LITERARY AND LINGUISTIC COMPUTING;A1;0;0;0;0
00244937;Lithos;A1;1.63;178;5175;4
15276465;Liver Transplantation;A1;1.61;157;2316;4
18711413;Livestock Science;A1;0.52;116;1899;2
14338351;Living Reviews in Relativity;A1;12.37;88;684;40
00246301;Long Range Planning;A1;3.24;109;1823;11
01026445;Lua Nova;A1;0.18;15;30;0
01695002;Lung Cancer;A1;1.4;134;5350;5
15328600;Metabolism: Clinical and Experimental;A1;2.73;145;5485;11
19836821;Machado de Assis em Linha;A1;0.1;2;5;0
13651005;Macroeconomic Dynamics;A1;0.87;47;376;1
16165187;Macromolecular Bioscience;A1;0.89;109;2376;5
10221336;Macromolecular Rapid Communications;A1;1.1;159;4259;5
00249297;Macromolecules;A1;1.5;323;17467;6
07403194;Magnetic Resonance in Medicine;A1;1.5;232;6477;4
14752875;Malaria Journal;A1;1.31;109;4726;3
03051838;Mammal Review;A1;1.44;82;478;5
16784944;MANA (RIO DE JANEIRO. ONLINE);A1;0;0;0;0
10445005;Management Accounting Research;A1;1.07;91;191;4
00251747;Management Decision;A1;1.16;106;3039;6
02767783;MIS Quarterly: Management Information Systems;A1;4.5;243;1782;10
13505076;Management Learning;A1;1.49;79;461;5
00251909;Management Science;A1;5.09;264;5610;6
01006045;Manuscrito;A1;0.17;3;15;0
02648172;Marine and Petroleum Geology;A1;1.42;129;7668;5
03044203;Marine Chemistry;A1;1.27;137;1118;4
16603397;Marine Drugs;A1;0.79;128;10914;6
01411136;Marine Environmental Research;A1;0.81;100;2301;3
00253227;Marine Geology;A1;1.03;142;1977;4
0308597X;Marine Policy;A1;1.17;104;5496;5
0025326X;Marine Pollution Bulletin;A1;1.51;193;18720;7
09518339;Marine Structures;A1;1.34;71;1720;5
03088839;Maritime Policy and Management;A1;1.07;61;788;4
02634503;Marketing Intelligence and Planning;A1;0.93;75;848;5
09230645;Marketing Letters;A1;1.22;77;335;3
14705931;Marketing Theory;A1;1.7;72;355;4
02777037;Mass Spectrometry Reviews;A1;2.08;130;1104;12
02641275;Materials and Design;A1;1.8;187;21640;9
10445803;Materials Characterization;A1;1.12;104;7717;5
20516347;Materials Horizons;A1;3.67;95;8156;14
13697021;Materials Today;A1;6.3;194;7831;25
17408695;Maternal and Child Nutrition;A1;1.09;70;2052;4
02182025;Mathematical Models and Methods in Applied Sciences;A1;2.08;83;853;4
00255610;Mathematical Programming;A1;2.79;129;1351;4
18672949;Mathematical Programming Computation;A1;3.17;36;561;9
00255718;Mathematics of Computation;A1;1.57;99;841;2
00255831;Mathematische Annalen;A1;1.79;69;673;1
0945053X;Matrix Biology;A1;3.52;125;3309;12
19828160;MATRIZES (ONLINE);A1;0;0;0;0
03785122;Maturitas;A1;1.17;113;2435;5
00256196;Mayo Clinic Proceedings;A1;2.19;191;5588;5
21507511;mBio;A1;2.77;138;14584;8
03091740;Meat Science;A1;1.3;175;5408;7
08883270;Mechanical Systems and Signal Processing;A1;2.77;180;19545;10
15376494;Mechanics of Advanced Materials and Structures;A1;0.66;55;1993;3
0094114X;Mechanism and Machine Theory;A1;1.5;115;4903;5
09574158;Mechatronics;A1;1.18;94;1675;5
13652923;Medical Education;A1;1.6;147;2476;3
03080110;Medical Education;A1;1.6;147;2476;3
13618415;Medical Image Analysis;A1;4.17;143;6106;14
13693786;Medical Mycology;A1;0.78;92;1712;4
12341010;Medical Science Monitor;A1;0.6;91;10359;3
01986325;Medicinal Research Reviews;A1;2.3;134;2737;13
01959131;Medicine and Science in Sports and Exercise;A1;1.62;238;5034;5
11089628;Mediterranean Archaeology and Archaeometry;A1;0.35;18;174;1
00258385;Medium Aevum;A1;0.12;9;5;0
09608931;Melanoma Research;A1;0.83;75;844;3
00659266;Memoirs of the American Mathematical Society;A1;2.69;67;246;2
03275752;MEMORIA AMERICANA;A1;0;0;0;0
0090502X;Memory and Cognition;A1;1.17;131;901;3
19842201;MERCATOR (FORTALEZA. ONLINE);A1;0;0;0;0
10967176;Metabolic Engineering;A1;2.0;126;4041;10
00260495;Metabolism: Clinical and Experimental;A1;2.73;145;5485;11
17565901;Metallomics;A1;0.83;83;2111;4
00261068;Metaphilosophy;A1;0.28;39;91;1
2041210X;Methods in Ecology and Evolution;A1;2.99;123;5452;9
00953628;Microbial Ecology;A1;0.92;134;2325;4
20492618;Microbiome;A1;4.39;95;9362;18
13871811;Microporous and Mesoporous Materials;A1;0.92;170;10860;5
22115374;MicroRNA  (Shariqah, United Arab Emirates);A1;0.71;22;188;4
00263672;Mikrochimica Acta;A1;0.96;94;11560;6
18688527;Mindfulness;A1;1.25;68;2786;4
00264598;Mineralium Deposita;A1;1.69;95;1080;5
08926875;Minerals Engineering;A1;1.07;115;6320;5
00264806;Minerva Medica;A1;0.57;33;559;2
18271715;MINERVA PEDIATRICA;A1;0;0;0;0
09388249;Management International Review;A1;1.24;61;463;4
13812386;Mitigation and Adaptation Strategies for Global Change;A1;0.81;76;766;4
17598753;Mobile DNA;A1;1.57;36;449;4
0764583X;ESAIM: Mathematical Modelling and Numerical Analysis;A1;1.22;72;469;2
08933952;Modern Pathology;A1;2.39;159;5361;7
15359476;Molecular and Cellular Proteomics;A1;2.38;196;3956;7
00982997;Molecular Aspects of Medicine;A1;3.23;141;2218;14
07374038;Molecular Biology and Evolution;A1;5.34;228;12427;16
13803743;Molecular Breeding;A1;0.76;107;1341;3
14764598;Molecular Cancer;A1;6.9;146;16207;33
15357163;Molecular Cancer Therapeutics;A1;1.83;182;4526;6
10972765;Molecular Cell;A1;9.96;414;19695;16
09621083;Molecular Ecology;A1;1.96;235;6407;6
17550998;Molecular Ecology Resources;A1;2.5;148;3443;9
13609947;Molecular Human Reproduction;A1;1.15;127;887;4
15361632;Molecular Imaging and Biology;A1;0.76;71;1342;3
22128778;Molecular Metabolism;A1;2.69;78;4231;8
08937648;Molecular Neurobiology;A1;1.27;121;9515;6
17501326;Molecular Neurodegeneration;A1;4.73;93;2785;15
16134133;Molecular Nutrition and Food Research;A1;1.08;141;4444;6
16134125;Molecular Nutrition and Food Research;A1;1.08;141;4444;6
20411006;Molecular Oral Microbiology;A1;0.98;82;379;4
15438384;Molecular Pharmaceutics;A1;0.94;138;7561;5
10557903;Molecular Phylogenetics and Evolution;A1;1.53;164;4133;5
16742052;Molecular Plant;A1;4.21;128;6622;14
14646722;Molecular Plant Pathology;A1;1.62;114;2775;6
13643703;Molecular Plant Pathology;A1;1.62;114;2775;6
08940282;Molecular Plant-Microbe Interactions;A1;1.1;160;1686;4
13594184;Molecular Psychiatry;A1;4.39;225;8673;12
1040452X;Molecular Reproduction and Development;A1;0.63;108;966;2
10982795;Molecular Reproduction and Development;A1;0.63;108;966;2
15250016;Molecular Therapy;A1;3.06;185;7215;10
21622531;Molecular Therapy - Nucleic Acids;A1;1.85;71;8368;9
25008013;Momento;A1;0.1;1;1;0
01492195;Morbidity and Mortality Weekly Report;A1;16.51;228;20212;19
08853185;Movement Disorders;A1;2.47;209;6326;6
23795077;mSystems;A1;2.14;54;4897;7
19330219;Mucosal Immunology;A1;3.25;112;3162;9
13524585;Multiple Sclerosis Journal;A1;1.87;139;3487;4
14613808;Music Education Research;A1;0.57;23;217;2
07307829;Music Perception;A1;0.74;61;196;2
16763939;Musica Hodie;A1;0.15;4;16;0
10298649;Musicae Scientiae;A1;0.57;42;209;2
13835742;Mutation Research - Reviews in Mutation Research;A1;1.42;131;624;7
13144049;MycoKeys;A1;1.12;21;859;3
09337407;Mycoses;A1;1.02;74;2007;5
22112855;Nano Energy;A1;4.68;200;51640;18
15306984;Nano Letters;A1;3.76;511;39982;12
15306992;Nano Letters;A1;3.76;511;39982;12
19980124;Nano Research;A1;2.26;136;12392;9
24520748;NanoImpact;A1;0.91;32;1028;6
17435889;Nanomedicine;A1;0.8;117;3198;5
15499634;Nanomedicine: Nanotechnology, Biology, and Medicine;A1;1.02;133;4190;7
21505551;Nano-Micro Letters;A1;3.95;67;6771;19
20556764;Nanoscale Horizons;A1;2.67;51;3731;11
11778903;Nanotechnology, Science and Applications;A1;0.62;30;81;5
17435390;Nanotoxicology;A1;0.87;94;1309;5
13513249;Natural Language Engineering;A1;0.52;57;208;2
02650568;Natural Product Reports;A1;2.78;188;2733;13
00280836;Nature;A1;17.9;1276;160609;19
14764687;Nature;A1;17.9;1276;160609;19
10870156;Nature Biotechnology;A1;20.12;463;21007;20
14657392;Nature Cell Biology;A1;9.9;384;10200;19
15524450;Nature Chemical Biology;A1;5.61;230;6486;9
17554330;Nature Chemistry;A1;8.38;249;9695;16
17586798;Nature Climate Change;A1;6.13;211;12000;14
20411723;Nature Communications;A1;4.85;410;266827;16
2397334X;Nature Ecology and Evolution;A1;5.53;81;9519;11
15461718;Nature Genetics;A1;16.52;597;16586;25
17520894;Nature Geoscience;A1;5.36;220;7239;12
23973374;Nature Human Behaviour;A1;5.21;63;7576;12
15292916;Nature Immunology;A1;9.13;403;9931;13
15292908;Nature Immunology;A1;9.13;403;9931;13
14761122;Nature Materials;A1;12.23;507;19224;25
10788956;Nature Medicine;A1;24.16;576;39532;34
15487091;Nature Methods;A1;12.12;339;13951;13
20585276;Nature Microbiology;A1;9.69;102;12909;19
17483387;Nature Nanotechnology;A1;11.7;368;16783;24
10976256;Nature Neuroscience;A1;12.02;437;13401;21
17452473;Nature Physics;A1;7.57;295;10600;11
20550278;NATURE PLANTS;A1;0;0;0;0
17502799;NATURE PROTOCOLS (ONLINE): RECIPES FOR RESEARCHERS;A1;0;0;0;0
17542189;Nature Protocols;A1;7.06;267;7383;16
17401526;Nature Reviews Microbiology;A1;9.1;323;10911;21
2056676X;Nature Reviews Disease Primers;A1;8.41;128;7944;27
17595061;Nature Reviews Nephrology;A1;6.62;128;4668;12
17594790;Nature reviews. Rheumatology;A1;2.72;152;4043;7
1474175X;Nature Reviews Cancer;A1;16.95;462;9442;28
17595029;Nature Reviews Endocrinology;A1;8.56;165;7147;14
17595045;Nature Reviews Gastroenterology and Hepatology;A1;9.41;152;8823;20
14741733;Nature Reviews Immunology;A1;17.11;417;15554;30
17594812;Nature Reviews Urology;A1;1.84;92;2182;5
09638695;NDT and E International;A1;1.23;98;1902;5
09310509;Nephrology Dialysis Transplantation;A1;1.54;177;4151;5
1566113X;Networks and Spatial Economics;A1;1.08;52;382;3
14333058;Neural Computing and Applications;A1;1.07;94;14096;6
09410643;Neural Computing and Applications;A1;1.07;94;14096;6
08936080;Neural Networks;A1;2.78;154;7771;10
01974580;Neurobiology of Aging;A1;1.45;196;4574;5
09699961;Neurobiology of Disease;A1;1.99;175;5772;7
10959564;Neurobiology of Learning and Memory;A1;1.05;125;1447;3
10747427;Neurobiology of Learning and Memory;A1;1.05;125;1447;3
23522895;Neurobiology of Stress;A1;1.64;41;1207;7
13652982;Neurogastroenterology and Motility;A1;1.42;112;2665;4
13501925;Neurogastroenterology and Motility;A1;1.42;112;2665;4
10538119;NeuroImage;A1;2.75;381;22257;8
22131582;NeuroImage: Clinical;A1;1.42;77;7279;5
15392791;Neuroinformatics;A1;1.04;60;490;4
1526632X;Neurology;A1;2.59;378;17137;5
23327812;Neurology: Neuroimmunology and NeuroInflammation;A1;2.45;54;2583;7
08966273;Neuron;A1;7.56;493;17957;13
15228517;Neuro-Oncology;A1;3.1;138;5054;8
03051846;Neuropathology and Applied Neurobiology;A1;1.89;99;1002;6
0174304X;Neuropediatrics;A1;0.5;70;390;2
00283908;Neuropharmacology;A1;1.32;176;6957;5
2329423X;Neurophotonics;A1;1.21;39;693;4
0893133X;Neuropsychopharmacology;A1;2.28;227;6319;7
15459683;Neurorehabilitation and Neural Repair;A1;1.19;115;1212;5
01497634;Neuroscience and Biobehavioral Reviews;A1;2.66;255;9220;9
0148396X;Clinical Neurosurgery;A1;1.31;38;969;2
10920684;Neurosurgical Focus;A1;1.3;102;2445;4
07332467;Neurourology and Urodynamics;A1;1.29;95;2476;2
15334406;New England Journal of Medicine;A1;24.91;1079;143343;32
01694286;New Forests;A1;0.61;55;486;3
00286060;New Left Review;A1;0.52;71;83;2
14614448;New Media and Society;A1;3.06;124;4884;9
14698137;New Phytologist;A1;3.01;263;18667;10
13563467;New Political Economy;A1;1.53;58;814;5
14622203;Nicotine and Tobacco Research;A1;1.44;119;3205;4
1469994X;Nicotine and Tobacco Research;A1;1.44;119;3205;4
03421422;Nietzsche-Studien;A1;0.14;12;9;0
10898603;Nitric Oxide - Biology and Chemistry;A1;0.91;98;1427;5
09523480;NMR in Biomedicine;A1;1.11;119;1810;4
14631741;Noise and Health;A1;0.37;52;118;2
1751570X;Nonlinear Analysis: Hybrid Systems;A1;1.65;60;1532;5
0924090X;Nonlinear Dynamics;A1;1.26;127;11771;5
09517715;Nonlinearity;A1;1.38;89;1303;2
08997640;Nonprofit and Voluntary Sector Quarterly;A1;1.36;88;784;4
08098131;Nordic Journal of Music Therapy;A1;0.35;27;129;1
00294624;Nous;A1;2.79;73;513;4
01013300;Novos Estudos CEBRAP;A1;0.36;18;55;1
21750491;NOVOS ESTUDOS JURÍDICOS (ONLINE);A1;0;0;0;0
20555008;npj Biofilms and Microbiomes;A1;1.64;36;953;8
20566387;npj Quantum Information;A1;3.38;47;2628;9
00295515;Nuclear Fusion;A1;1.56;125;4953;4
13624962;Nucleic Acids Research;A1;8.24;569;67411;18
02513552;NUEVA SOCIEDAD;A1;0;0;0;0
16260252;NUEVO MUNDO MUNDOS NUEVOS;A1;0;0;0;0
10407782;Numerical Heat Transfer- Part A: Applications;A1;0.68;75;848;3
0029599X;Numerische Mathematik;A1;1.74;88;609;2
02606917;Nurse Education Today;A1;0.99;84;3771;4
14410745;Nursing and Health Sciences;A1;0.5;49;603;2
09697330;Nursing Ethics;A1;0.98;64;1547;4
14401800;Nursing Inquiry;A1;0.55;53;380;2
13207881;Nursing Inquiry;A1;0.55;53;380;2
20726643;Nutrients;A1;1.29;143;61346;7
08999007;Nutrition;A1;0.89;150;3897;5
18731244;Nutrition;A1;0.89;150;3897;5
09544224;Nutrition Research Reviews;A1;1.37;88;553;9
00296643;Nutrition Reviews;A1;1.35;160;1662;7
16624025;Obesity Facts;A1;1.2;50;893;5
14677881;Obesity Reviews;A1;2.54;172;4159;10
09608923;Obesity Surgery;A1;0.96;143;6055;3
17080428;Obesity Surgery;A1;0.96;143;6055;3
19917740;Education and Self Development;A1;0.2;4;58;0
00297844;Obstetrics and Gynecology;A1;2.02;231;7075;4
14707926;Occupational and Environmental Medicine;A1;1.14;148;1634;4
13510711;Occupational and Environmental Medicine;A1;1.14;148;1634;4
00298018;Ocean Engineering;A1;1.38;109;15493;5
14635003;Ocean Modelling;A1;1.36;88;959;4
18120792;Ocean Science;A1;1.3;60;1190;4
09273948;Ocular Immunology and Inflammation;A1;1.23;59;2061;3
00301299;Oikos;A1;1.46;188;1950;4
03050483;Omega;A1;2.74;151;3522;9
09509232;Oncogene;A1;2.36;353;13228;9
14684527;Online Information Review;A1;0.63;64;776;3
03617734;Operative Dentistry;A1;0.7;86;937;3
01616420;Ophthalmology;A1;4.41;256;7102;6
21938245;Ophthalmology and Therapy;A1;1.21;25;782;4
18070191;Opiniao Publica;A1;0.38;18;47;1
23342536;Optica;A1;4.16;109;8473;12
01438166;Optics and Lasers in Engineering;A1;1.22;104;5305;6
10944087;Optics Express;A1;1.23;281;40631;4
01037412;Opus;A1;0.11;3;11;0
13688375;Oral Oncology;A1;1.42;121;4623;4
01691368;Ore Geology Reviews;A1;1.04;106;5085;4
25255304;ORFEU;A1;0;0;0;0
20524129;Organic Chemistry Frontiers;A1;1.22;64;7428;5
15237060;Organic Letters;A1;1.67;246;34211;6
10860266;Organization and Environment;A1;1.62;64;465;6
13505084;Organization;A1;1.77;104;713;4
01708406;Organization Studies;A1;3.86;157;1451;6
22388915;ORGANON;A1;0;0;0;0
16016335;Orthodontics and Craniofacial Research;A1;0.82;58;466;3
10634584;Osteoarthritis and Cartilage;A1;1.82;167;3679;6
01945998;Otolaryngology - Head and Neck Surgery;A1;1.53;128;4608;4
00307653;Oxford Economic Papers;A1;0.59;73;189;1
19420900;Oxidative Medicine and Cellular Longevity;A1;1.23;114;16981;7
02695022;Paediatric and Perinatal Epidemiology;A1;1.15;91;660;3
0103863X;Paideia;A1;0.29;15;90;1
03043959;Pain;A1;2.13;269;5667;6
15249042;Pain Management Nursing;A1;0.46;52;588;2
00310182;Palaeogeography, Palaeoclimatology, Palaeoecology;A1;1.08;162;4759;4
00310239;Palaeontology;A1;1.36;68;634;4
08838305;PALEOCEANOGRAPHY;A1;0;0;0;0
19449186;PALEOCEANOGRAPHY (ONLINE);A1;0;0;0;0
19828837;PANDAEMONIUM GERMANICUM (ONLINE);A1;0;0;0;0
15179257;PAPÉIS (UFMS);A1;0;0;0;0
01039415;PAPIA (BRASÍLIA);A1;0;0;0;0
00333352;Public Administration Review;A1;2.79;149;2023;6
17761042;Parasite;A1;0.78;48;661;3
1252607X;Parasite;A1;0.78;48;661;3
17563305;Parasites and Vectors;A1;1.09;92;7792;4
14321955;Parasitology Research;A1;0.56;98;2838;2
13538020;Parkinsonism and Related Disorders;A1;1.09;105;3942;3
09340866;Particle and Particle Systems Characterization;A1;0.69;60;1261;3
15214117;Particle and Particle Systems Characterization;A1;0.69;60;1261;3
17438977;Particle and Fibre Toxicology;A1;1.44;105;1245;8
13540688;Party Politics;A1;1.39;78;644;3
1177889X;Patient Preference and Adherence;A1;0.63;54;1882;3
00313203;Pattern Recognition;A1;3.11;218;11024;9
09056157;Pediatric Allergy and Immunology;A1;1.26;94;1852;4
1399543X;Pediatric Diabetes;A1;1.94;82;2456;5
87556863;Pediatric Pulmonology;A1;0.93;111;3438;3
10990496;Pediatric Pulmonology;A1;0.93;111;3438;3
00313998;Pediatric Research;A1;0.99;157;3418;3
00314005;Pediatrics;A1;2.54;361;14295;6
23172150;PENSAR - REVISTA DE CIÊNCIAS JURÍDICAS;A1;0;0;0;0
09066713;Periodontology 2000;A1;2.76;132;1725;12
01461672;Personality and Social Psychology Bulletin;A1;2.27;205;1870;5
01918869;Personality and Individual Differences;A1;1.18;181;6552;4
00483486;Personnel Review;A1;0.89;77;1311;4
00315850;Persoonia: Molecular Phylogeny and Evolution of Fungi;A1;3.73;65;752;12
15375927;Perspectives on Politics;A1;1.92;86;628;4
17456916;Perspectives on Psychological Science;A1;4.56;152;2993;13
15741192;Pervasive and Mobile Computing;A1;1.06;69;978;4
1526498X;Pest Management Science;A1;1.06;135;5850;5
07248741;Pharmaceutical Research;A1;0.66;213;2807;4
14248247;Pharmaceuticals;A1;0.85;69;4362;5
19994923;Pharmaceutics;A1;0.92;68;15069;7
11707690;PharmacoEconomics;A1;1.32;104;1460;4
11787066;Pharmacogenomics and Personalized Medicine;A1;0.68;31;406;3
10436618;Pharmacological Research;A1;1.74;147;12012;9
00316997;Pharmacological Reviews;A1;5.54;241;1748;24
01637258;Pharmacology and Therapeutics;A1;3.08;211;6443;14
15687759;Phenomenology and the Cognitive Sciences;A1;0.82;45;380;2
00318116;Philosophical Studies;A1;1.24;75;1085;2
00318191;Philosophy;A1;0.23;27;47;1
00318248;Philosophy of Science;A1;0.79;74;422;2
15721000;Photodiagnosis and Photodynamic Therapy;A1;0.64;53;3534;4
