,titulo,resumo,resumo_traduzido,revista,data,qualis,H-index,doi,pro,contra,indefinido,resultados
1584,Amelioration of COVID-19 related cytokine storm syndrome: Parallels to chimeric antigen receptor-T cell cytokine release syndrome,"Previous studies reported that coronavirus disease 2019 (COVID-19) was likely to result in liver injury. However, few studies reported the impacts of COVID-19 on liver function in patients with chronic liver diseases. We aimed to describe a case series of COVID-19 patients with chronic hepatitis B virus (HBV) infection. Confirmed hospitalized COVID-19 patients from hospitals in 10 cities of Jiangsu province, China, were retrospectively included between 18 January 2020 and 26 February 2020. Demographic information, epidemiologic data, clinical features, and treatment data were extracted from medical records. Seven COVID-19 patients with chronic HBV infection were included. Six (85.7%) patients were male. The patients aged from 33 to 49 years. Two patients had HBV-related cirrhosis. One patient (14.3%) was positive for serum HBV e-antigen. On admission, 1 (14.3%) patient had mildly elevated alanine aminotransferase (ALT) level (>40 U/L) and 1 (14.3%) had elevated aspartate aminotransferase (AST) level (>40 U/L). The serum albumin level and platelet counts were decreased in two patients with HBV-related liver cirrhosis. Three (42.9%) patients had elevated ALT level and 2 (28.6%) patients had elevated AST level in hospitalization. However, the peak ALT and AST level during hospitalization was 51 U/L and 44 U/L, respectively. As of 29 February 2020, all patients were discharged. No patient was admitted to the intensive care units or developed liver failure during hospitalization. The abnormalities of liver function are not uncommon on COVID-19 patients with chronic HBV infection in our case series. However, no patient developed severe liver-related complications during hospitalization.",-,-,_,-,_,10.1111/bjh.16961,,,,-
1586,Convalescent plasma for persisting Covid-19 following therapeutic lymphocyte depletion: a report of rapid recovery,"Previous studies reported that coronavirus disease 2019 (COVID-19) was likely to result in liver injury. However, few studies reported the impacts of COVID-19 on liver function in patients with chronic liver diseases. We aimed to describe a case series of COVID-19 patients with chronic hepatitis B virus (HBV) infection. Confirmed hospitalized COVID-19 patients from hospitals in 10 cities of Jiangsu province, China, were retrospectively included between 18 January 2020 and 26 February 2020. Demographic information, epidemiologic data, clinical features, and treatment data were extracted from medical records. Seven COVID-19 patients with chronic HBV infection were included. Six (85.7%) patients were male. The patients aged from 33 to 49 years. Two patients had HBV-related cirrhosis. One patient (14.3%) was positive for serum HBV e-antigen. On admission, 1 (14.3%) patient had mildly elevated alanine aminotransferase (ALT) level (>40 U/L) and 1 (14.3%) had elevated aspartate aminotransferase (AST) level (>40 U/L). The serum albumin level and platelet counts were decreased in two patients with HBV-related liver cirrhosis. Three (42.9%) patients had elevated ALT level and 2 (28.6%) patients had elevated AST level in hospitalization. However, the peak ALT and AST level during hospitalization was 51 U/L and 44 U/L, respectively. As of 29 February 2020, all patients were discharged. No patient was admitted to the intensive care units or developed liver failure during hospitalization. The abnormalities of liver function are not uncommon on COVID-19 patients with chronic HBV infection in our case series. However, no patient developed severe liver-related complications during hospitalization.",-,-,_,-,_,10.1111/bjh.16981,,,,-
1588,"Outcomes of 3,737 COVID-19 patients treated with hydroxychloroquine/azithromycin and other regimens in Marseille, France: A retrospective analysis","Although this is a retrospective analysis, results suggest that early diagnosis, early isolation and early treatment of COVID-19 patients, with at least 3 days of HCQ-AZ lead to a significantly better clinical outcome and a faster viral load reduction than other treatments.",-,-,_,-,_,10.1016/j.tmaid.2020.101791,,,,-
1589,QT interval prolongation under hydroxychloroquine/ azithromycin association for inpatients with SARS-CoV-2 lower respiratory tract infection,"Association between Hydroxychloroquine (HCQ) and Azithromycin (AZT) is under evaluation for patients with lower respiratory tract infection (LRTI) caused by the Severe Acute Respiratory Syndrome (SARS-CoV-2). Both drugs have a known torsadogenic potential, but sparse data are available concerning QT prolongation induced by this association. Our objective was to assess for COVID-19 LRTI variations of QT interval under HCQ/AZT in patients hospitalized, and to compare manual versus automated QT measurements. Before therapy initiation, a baseline 12 lead-ECG was electronically sent to our cardiology department for automated and manual QT analysis (Bazett and Fridericia's correction), repeated 2 days after initiation. According to our institutional protocol (Pasteur University Hospital), HCQ/AZT was initiated only if baseline QTc ≤ 480ms and potassium level> 4.0 mmol/L. From March 24",-,-,_,-,_,10.1002/cpt.1968,,"['azithromycin', 'hydroxychloroquine']",,-
1590,Clinical Implications of Chloroquine and Hydroxychloroquine Ototoxicity for COVID-19 Treatment: A Mini-Review,"At this time of the COVID-19 pandemic, potentially effective treatments are currently under urgent investigation. Benefits of chloroquine and hydroxychloroquine for the treatment of COVID-19 infection have been proposed and clinical trials are underway. Chloroquine and hydroxychloroquine, typically used for the treatment of malaria and autoimmune diseases, have been considered for off-label use in several countries. In the literature, there are reports of ototoxic effects of the drugs causing damage to the inner ear structures, which then result in hearing loss, tinnitus, and/or imbalance. This mini-review represents a summary of the findings from a systematic search regarding ototoxicity of chloroquine and hydroxychloroquine in the published literature. The characteristics of sensorineural hearing loss and/or tinnitus after chloroquine or hydroxychloroquine treatment can be temporary but reports of persistent auditory and vestibular dysfunction exist. These are not frequent, but the impact can be substantial. Additionally, abnormal cochleovestibular development in the newborn was also reported after chloroquine treatment in pregnant women. The suggested dose of chloroquine for COVID-19 infection is considerably higher than the usual dosage for malaria treatment; therefore, it is plausible that the ototoxic effects will be greater. There are potential implications from this review for survivors of COVID-19 treated with chloroquine or hydroxychloroquine. Patient reports of hearing loss, tinnitus, or imbalance should be noted. Those with troublesome hearing loss, tinnitus and/or imbalance are encouraged to be referred for hearing evaluation and interventions once they are stable. Clinical trials of chloroquine or hydroxychloroquine should also consider including audiological monitoring in the protocol.",-,-,_,-,_,https://www.frontiersin.org/article/10.3389/fpubh.2020.00252,"['chloroquine', 'hydroxychloroquine']",,,-
1591,Clinical Efficacy of Chloroquine derivatives in COVID-19 Infection: Comparative meta-analysis between the Big data and the real world,"In the context of the current coronavirus disease 2019 (COVID-19) pandemic, we conducted a meta-analysis on the effects of chloroquine derivatives in patients, based on unpublished and published reports available publicly on the internet as of 27 May 2020. The keywords 'hydroxychloroquine', 'chloroquine', 'coronavirus', 'COVID-19' and 'SARS-Cov-2' were used in the PubMed, Google Scholar and Google search engines without any restrictions as to date or language. Twenty studies were identified involving 105 040 patients (19 270 treated patients) from nine countries (Brazil, China, France, Iran, Saudi Arabia, South Korea, Spain and the USA). Big data observational studies were associated with conflict of interest, lack of treatment dosage and duration, and absence of favourable outcome. Clinical studies were associated with favourable outcomes and details on therapy. Among clinical studies, three of four randomized controlled trials reported a significant favourable effect. Among clinical studies, a significant favourable summary effect was observed for duration of cough (OR 0.19, p 0.00003), duration of fever (OR 0.11, p 0.039), clinical cure (OR 0.21, p 0.0495), death (OR 0.32, p 4.1 × 10",-,-,_,-,_,10.1016/j.nmni.2020.100709,,,['chloroquine'],-
1592,Lopinavir-Ritonavir in the Treatment of COVID-19: A Dynamic Systematic Benefit-Risk Assessment,"Based on currently available data, there was no clear benefit for the use of lopinavir-ritonavir compared to standard of care in severe COVID-19. Risk data suggested a possible decrease in serious adverse events. There was a reduction in acute respiratory distress syndrome with lopinavir-ritonavir in one study. Overall, the benefit-risk profile for lopinavir-ritonavir in severe COVID-19 cannot be considered positive until further efficacy and effectiveness data become available.",-,-,_,-,_,https://link.springer.com/article/10.1007/s40264-020-00966-9,,,,-
1597,Infusion of convalescent plasma is associated with clinical improvement in critically ill patients with COVID-19: a pilot study,"Dear Editor, I would like to share ideas on the publication by Olivares- Gazca et al.1, titled: ",-,-,_,-,_,PUBMED_ID:32584322/,,,,-
1598,"The clinical value of two combination regimens in the Management of Patients Suffering from Covid-19 pneumonia: a single centered, retrospective, observational study","This study revealed the beneficial effect of the short-term use of low-dose prednisolone in combination with azithromycin, naproxen and lopinavir/ritonavir (regimen I), in decreasing ALOS compared to regimen II. Since there is still lack of evidence for safety of this regimen, further investigation in our ongoing follow-up to deal with COVID-19 pneumonia is underway. Graphical abstract.",-,-,_,-,_,10.1007/s40199-020-00353-w,"['prednisolone', 'azithromycin', 'naproxen']",,,-
1600,Combination of Ruxolitinib and Eculizumab for Treatment of Severe SARS-CoV-2-Related Acute Respiratory Distress Syndrome: A Controlled Study,"To date, there are no specific therapeutic strategies for treatment of COVID-19. Based on the hypothesis that complement and coagulation cascades are activated by viral infection, and might trigger an acute respiratory distress syndrome (ARDS), we report clinical outcomes of 17 consecutive cases of SARS-CoV-2-related ARDS treated (N = 7) with the novel combination of ruxolitinib, a JAK1/2 inhibitor, 10 mg/twice daily for 14 days and eculizumab, an anti-C5a complement monoclonal antibody, 900 mg IV/weekly for a maximum of three weeks, or with the best available therapy (N = 10). Patients treated with the combination showed significant improvements in respiratory symptoms and radiographic pulmonary lesions and decrease in circulating D-dimer levels compared to the best available therapy group. Our results support the use of combined ruxolitinib and eculizumab for treatment of severe SARS-CoV-2-related ARDS by simultaneously turning off abnormal innate and adaptive immune responses.",-,-,_,-,_,10.3389/fphar.2020.00857/full,,,"['ruxolitinib', 'eculizumab']",-
1602,Tocilizumab’s efficacy in COVID-19 patients is determined by the presence of cytokine storm.,"Through bioinformatics method analysis, this study provides a new perspective to explore the pathogenesis, gene regulatory networks and provide drug compounds as a reference for COVID-19 Myocarditis. It is worth highlighting that critical genes (CDK1, KIF20A, PBK, KIF2C, CDC20, UBE2C) may be potential biomarkers and treatment targets of COVID-19 Myocarditis for future study.",-,-,_,-,_,10.1002/jmv.26209,,,,-
1603,Successful treatment of severe COVID-19 with subcutaneous anakinra as a sole treatment. Rheumatology.,"Through bioinformatics method analysis, this study provides a new perspective to explore the pathogenesis, gene regulatory networks and provide drug compounds as a reference for COVID-19 Myocarditis. It is worth highlighting that critical genes (CDK1, KIF20A, PBK, KIF2C, CDC20, UBE2C) may be potential biomarkers and treatment targets of COVID-19 Myocarditis for future study.",-,-,_,-,_,10.1093/rheumatology/keaa318,['anakinra'],,,-
1607,"Clinical features and the treatment of children with COVID-19: A case series from Wenzhou, China",LD-RT is a feasible and well-tolerated treatment that could lead to rapid clinical improvement. Large randomized trials would be required to establish the efficacy of LD-RT to treat COVID-19 pneumonia.,-,-,_,-,_,10.1002/jmv.26092,,,,-
1608,A complex COVID-19 case with rheumatoid arthritis treated with tocilizumab,"Recurrences of COVID-19 were observed in a patient with long-term usage of hydroxychloroquine, leflunomide, and glucocorticoids due to her 30-year history of rheumatoid arthritis (RA). Tocilizumab was applied and intended to target both COVID-19 and RA. However, disease of this patient aggravated after usage of tocilizumab. After the discussion of a multiple disciplinary team (MDT) including rheumatologists, antimicrobial treatments were applied to target the potential opportunistic infections (Pneumocystis jirovecii and Aspergillus fumigatus), which were authenticated several days later via high throughput sequencing. As an important cytokine in immune responses, IL-6 can be a double-edged sword: interference in the IL-6-IL-6 receptor signaling may save patients from cytokine release storm (CRS), but can also weaken the anti-infectious immunity, particularly in rheumatic patients, who may have received a long-term treatment with immunosuppressive/modulatory agents. Thus, we suggest careful considerations before and close monitoring in the administration of tocilizumab in rheumatic patients with COVID-19. Besides tocilizumab, several disease-modifying antirheumatic drugs (DMARDs) can also be applied in the treatment of COVID-19. Therefore, we also reviewed and discussed the application of these DMARDs in COVID-19 condition.",-,-,_,-,_,10.1007/s10067-020-05234-w,,['tocilizumab'],"['hydroxychloroquine', 'leflunomide']",-
1609,Bradycardia in Patients With COVID-19: A Calm Before the Storm?,"Cardiac manifestations of coronavirus disease 19 (COVID-19), including arrhythmia, have been described in the literature. However, to our knowledge, association of COVID-19 with bradycardia has not been reported. This case study describes sinus bradycardia as a potential manifestation of COVID-19. This is a retrospective case series of four patients with laboratory-confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, admitted to St. Luke's University Health Network ICU between 24 March 2020 and 5 April 2020. Medical records of these patients were reviewed using the EPIC electronic health record system. Demographic, clinical, laboratory, and treatment data were reviewed against periods of bradycardia in each patient. The patient group comprised two males and two females. Two patients had pre-existing cardiovascular (CV) comorbidities but no history of arrythmias. Heart rates ranged between 66 and 88 beats/min on admission. The lowest rates during bradycardia were between 42 and 49 beats/min. The onset of sinus bradycardia in patients 1, 2, and 3 were day nine, 15, and five of illness, respectively. Patient 4 had three episodes of bradycardia, starting on day 10 of illness. Patients' bradycardia episodes lasted one to 14 days. During bradycardia, maximum body temperatures ranged between 99.9 and 100.2 degree Fahrenheit. Patients 2, 3, and 4 required vasopressors to maintain mean arterial pressure > 65 mmHg during episodes. All four patients were on propofol at some point during bradycardia with patients 1, 2, and 3 also receiving dexmedetomidine. There was no consistent correlation of these medications with bradycardia. Electrocardiogram (ECG) findings included sinus bradycardia. Prolonged QTc interval observed in patient 2 on admission improved during bradycardia. Transient sinus bradycardia is a possible manifestation of COVID-19 and is important for close CV surveillance. Etiology can be multifactorial, but severe hypoxia, inflammatory damage of cardiac pacemaker cells, and exaggerated response to medications are possible triggers. High levels of pro-inflammatory cytokines may act directly on the sinoatrial (SA) node contributing to the development of bradycardia. This may be a warning sign of the onset of a serious cytokine storm. An increased awareness of possible exaggerated bradycardia response is important to consider with the use of empiric medications which have arrhythmogenic effects.",-,-,_,-,_,PUBMED_ID:32550090,,,"['propofol', 'dexmedetomidine']",-
1613,Investigational therapies for the treatment of COVID-19: updates from ongoing clinical trials.,"Determinants of the acquisition and maintenance of maternal microchimerism (MMc) during infancy and the impact of MMc on infant immune responses are unknown. We examined factors that influence MMc detection and level across infancy and the effect of MMc on T cell responses to bacillus Calmette-Guérin (BCG) vaccination in a cohort of HIV-exposed, uninfected and HIV-unexposed infants in South Africa. MMc was measured in whole blood from 58 infants using a panel of quantitative PCR assays at day 1, and 7, 15, and 36 weeks of life. Infants received BCG at birth, and selected whole blood samples from infancy were stimulated in vitro with BCG and assessed for polyfunctional CD4+ T cell responses. MMc was present in most infants across infancy, with levels ranging from 0 to 1,193/100,000 genomic equivalents and was positively impacted by absence of maternal HIV, maternal and infant HLA compatibility, infant female sex, and exclusive breastfeeding. Initiation of maternal antiretroviral therapy prior to pregnancy partially restored MMc level in HIV-exposed, uninfected infants. Birth MMc was associated with an improved polyfunctional CD4+ T cell response to BCG. These data emphasize that both maternal and infant factors influence the level of MMc, which may subsequently affect infant T cell responses.",-,-,_,-,_,10.1016/j.euf.2020.05.019,,,,-
1614,Non-optimal effectiveness of convalescent plasma transfusion and hydroxychloroquine in treating COVID-19: a case report.,"These findings suggested that the effectiveness of combination therapy with CP and hydroxychloroquine may be non-optimal, and specific therapy needs to be explored.",-,-,_,-,_,10.1186/s12985-020-01354-6,,,['hydroxychloroquine'],-
1615,Effect of combination antiviral therapy on hematological profiles in 151 adults hospitalized with severe coronavirus disease 2019.,"This study expands the understanding of the co-occurrence of combination therapy in patients with COVID-19, which provides the probability of developing novel combined therapy. Furthermore, explore clinical trials of variable antivirus treatments based on subgroup analyses or on using subgroups in the selection criteria would be the next step.",-,-,_,-,_,https://www.sciencedirect.com/science/article/pii/S104366182031344X,,,,-
1616,Vaccine development and therapeutic design for 2019‐ncov/SARS‐cov‐2: challenges and chances.,"The ongoing outbreak of the recently emerged 2019 novel coronavirus (nCoV), which has seriously threatened global health security, is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) with high morbidity and mortality. Despite the burden of the disease worldwide, still, no licensed vaccine or any specific drug against 2019-nCoV is available. Data from several countries show that few repurposed drugs using existing antiviral drugs have not (so far) been satisfactory and more recently were proven to be even highly toxic. These findings underline an urgent need for preventative and therapeutic interventions designed to target specific aspects of 2019-nCoV. Again the major factor in this urgency is that the process of data acquisition by physical experiment is time-consuming and expensive to obtain. Scientific simulations and more in-depth data analysis permit to validate or refute drug repurposing opportunities predicted via target similarity profiling to speed up the development of a new more effective anti-2019-nCoV therapy especially where in vitro and/or in vivo data are not yet available. In addition, several research programs are being developed, aiming at the exploration of vaccines to prevent and treat the 2019-nCoV. Computational-based technology has given us the tools to explore and identify potentially effective drug and/or vaccine candidates which can effectively shorten the time and reduce the operating cost. The aim of the present review is to address the available information on molecular determinants in disease pathobiology modules and define the computational approaches employed in systematic drug repositioning and vaccine development settings for SARS-CoV-2.",-,-,_,-,_,10.1002/jcp.29771,['vaccine'],,,-
1620,COVID-19 in patients with rheumatic diseases in northern Italy : a single-centre observational and case – control study.,None.,-,-,_,-,_,https://www.thelancet.com/journals/lanrhe/article/PIIS2665-9913(20)30169-7/fulltext,,,,-
1623,Antithrombotic Therapies in COVID-19 Disease: a Systematic Review.,New evidence on thromboembolism in COVID-19 does not warrant a change in current guidance on thromboprophylaxis among hospitalized patients. Prospective trials of antithrombotic treatment strategies among patients with COVID-19 are urgently needed.,-,-,_,-,_,https://link.springer.com/article/10.1007/s11606-020-05906-y,,,,-
1624,Systematic review of registered trials of Hydroxychloroquine prophylaxis for COVID-19 health-care workers at the first third of 2020.,"In the absence of a vaccine the medical and scientific community is looking intensely at utilizing a pre or post exposure drug that could decrease viremia. The search for a medication that could reduce risk of serious disease, and ideally of any manifestation of disease from SARS-CoV2, and of asymptomatic shedding of SARS-CoV2 is of urgent interest. Repurposing existing pharmaceuticals is among the approaches to achieve these ends. We performed a systematic review of all interventional studies registered in ClinicalTrials.gov with a focus on one repurposed drug, Hydroxychloroquine (HCQ). The detailed analysis of these studies, some of them already recruiting, provide an overall picture of HCQ use as a COVID-19 prophylaxis around the world. Among the included studies, all but three were randomized and parallel and most of them (74%, 23/31) were double-blinded to quadruple-blinded studies. We found a great diversity in dosing and nearly all the possible scientifically reasonable regimens are under evaluation. This diversity offers benefits as well as challenges. Importantly, the final analysis of these trials should be done through an extensive reading of the results in regard to the clinical design, it will be crucial to carefully read and evaluate the results of each study in regards to the clinical design rather than quickly glancing a 140 characters-based social media message announcing the failure or success of a drug against a disease.",-,-,_,-,_,10.1016/j.onehlt.2020.100141,,,"['hydroxychloroquine', 'vaccine']",-
1635,"Hydroxychloroquine treatment in COVID‐19: a descriptive observational analysis of 30 cases from a single center in Wuhan, China.","Hydroxychloroquine (HCQ) garnered scientific attention in early February following publication of reports showing in vitro activity of chloroquine (CQ) against coronavirus disease 2019 (COVID-19). While studies are mixed on this topic, the therapeutic effect of HCQ or CQ still need more valid clinical evidence. In this descriptive observational study, we aimed to discuss the treatment response of HCQ in COVID-19 infected patients and 30 cases were included. The demographic, treatment, laboratory parameters of C-reactive protein (CRP) and interleukin-6 (IL-6) before and after HCQ therapy and clinical outcome in the 30 patients with COVID-19 were assessed. To evaluate the effect of mediation time point, we also divided these cases into two groups, patients began administrated with HCQ within 7 days hospital (defined as early delivery group) and 7 days after hospital (defined as later delivery group). We found that, the elevated IL-6, a risk factor in severe patients were reduced to normal level after HCQ treatment. More importantly, patients treated with HCQ at the time of early hospital recovered faster than those who treated later or taken as second line choose for their obvious shorter hospitalization time. In summary, early use of HCQ was better than later use and the effect of IL-6 and CRP level cannot be ruled out.",-,-,_,-,_,10.1002/jmv.26193,,,"['hydroxychloroquine', 'chloroquine']",-
1638,Lopinavir-ritonavir versus hydroxychloroquine for viral clearance and clinical improvement in patients with mild to moderate coronavirus disease 2019.,"Lopinavir-ritonavir was associated with more rapid viral clearance than hydroxychloroquine in mild to moderate COVID-19, despite comparable clinical responses. These findings should be confirmed in randomized, controlled trials.",-,-,_,-,_,http://www.ncbi.nlm.nih.gov/pubmed/32536150,['hydroxychloroquine'],,,-
1640,Characteristics of COVID-19 Clinical Trials in China Based on the Registration Data on ChiCTR and ClinicalTrials.gov.,This study is the first snapshot of the landscape of COVID-19 clinical trials registered in China and provided the basic features of clinical trial designs for the treatment and prevention of COVID-19 to offer useful information to guide future clinical trials on COVID-19 in other countries.,-,-,_,-,_,10.2147/DDDT.S254354,,,,-
1642,"Five severe COVID-19 pneumonia patients treated with triple combination therapy with lopinavir/ritonavir, hydroxychloroquine, and interferon β-1b.","In pregnant patients with severe bilateral COVID-19 pneumonia, iNO200 was associated with a reduced need for oxygen supplementation and shorter hospital stay.",-,-,_,-,_,https://europepmc.org/article/pmc/pmc7293467,,"['hydroxychloroquine', 'oxygen']",,-
1644,"GM-CSF blockade with mavrilimumab in severe COVID-19 pneumonia and systemic hyperinflammation: a single-centre, prospective cohort study.",IRCCS San Raffaele Scientific Institute.,-,-,_,-,_,10.1016/S2665-9913(20)30170-3,,,,-
1646,The comparison of the effectiveness of lincocin® and azitro® in the treatment of covid-19-associated pneumonia: A prospective study.,"The COVID-19 virus has spread rapidly around the world and there are many patients in multiple countries. Great efforts have been made to find effective medications against the COVID-19. This study aims to compare the effectiveness of LINCOCIN® and AZITRO® in the treatment of COVID-19 associated pneumonia. A total of 24 hospitalized patients aged between 30-80 years who were admitted to the Tarsus Medical Park Hospital between February to March 2020 was included in the study. The patients were divided into LINCOCIN® and AZITRO® treatment groups. Bronchoalveolar-lavage PCR results were compared after treatment. The mean age was 58.4±15.4 years in the LINCOCIN® group and 59.1±16.6 years in the AZITRO® group. In the LINCOCIN® group, the rate of males was 66.7% and it was 58.3% in the AZITRO® group. There were no statistical differences in terms of age and gender between the groups. On the 6th day after starting treatment, negative bronchoalveolar PCR result was 83.3% in the LINCOCIN® group and 33.3% in the AZITRO® group. The negative bronchoalveolar PCR proportion was significantly higher in the LINCOCIN® group than in the AZITRO® group. LINCOCIN® usage may be more appropriate in the treatment of COVID-19 associated pneumonia. Further studies with a large sample size should clarify these results.",-,-,_,-,_,https://jptcp.com/index.php/jptcp/article/view/684,,,,-
1647,Vaccination strategies to combat novel corona virus SARS-CoV-2.,"The 2019-novel coronavirus disease (COVID-19) is caused by SARS-CoV-2 is transmitted from human to human has recently reported in China. Now COVID-19 has been spread all over the world and declared epidemics by WHO. It has caused a Public Health Emergency of International Concern. The elderly and people with underlying diseases are susceptible to infection and prone to serious outcomes, which may be associated with acute respiratory distress syndrome (ARDS) and cytokine storm. Due to the rapid increase of SARS-CoV-2 infections and unavailability of antiviral therapeutic agents, developing an effective SAR-CoV-2 vaccine is urgently required. SARS-CoV-2 which is genetically similar to SARS-CoV and Middle East respiratory syndrome coronavirus (MERS-CoV) is an enveloped, single and positive-stranded RNA virus with a genome comprising 29,891 nucleotides, which encode the 12 putative open reading frames responsible for the synthesis of viral structural and nonstructural proteins which are very similar to SARS-CoV and MERS-CoV proteins. In this review we have summarized various vaccine candidates i.e., nucleotide, subunit and vector based as well as attenuated and inactivated forms, which have already been demonstrated their prophylactic efficacy against MERS-CoV and SARS-CoV, so these candidates could be used as a potential tool for the development of a safe and effective vaccine against SARS-CoV-2.",-,-,_,-,_,10.1016/j.lfs.2020.117956,['vaccine'],,,-
1648,Promising Antiviral Candidate Drug for the COVID-19 Pandemic: A Mini-Review of Remdesivir.,"Remdesivir (GS-5734), a viral RNA-dependent RNA polymerase (RdRP) inhibitor that can be used to treat a variety of RNA virus infections, is expected to be an effective treatment for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. On May 1, 2020, The U.S. Food and Drug Administration (FDA) has granted Emergency Use Authorization (EUA) for remdesivir to treat COVID-19 patients. In light of the COVID-19 pandemic, this review presents comprehensive information on remdesivir, including information regarding the milestones, intellectual properties, anti-coronavirus mechanisms, preclinical research and clinical trials, and in particular, the chemical synthesis, pharmacology, toxicology, pharmacodynamics and pharmacokinetics of remdesivir. Furthermore, perspectives regarding the use of remdesivir for the treatment of COVID-19 are also discussed.",-,-,_,-,_,10.1016/j.ejmech.2020.112527,['remdesivir'],,,-
1649,Persistent viral RNA shedding after COVID-19 symptom resolution in older convalescent plasma donors.,"We found evidence of persistent viral shedding in nasopharyngeal secretions more than 2 weeks after resolution of symptoms from confirmed COVID-19 infection. Persistent shedding was more common in older participants, and viral load was higher among older positive participants. These results underscore the necessity of testing COVID-19 convalescent plasma donors less than 28 days after symptom resolution.",-,-,_,-,_,10.1111/TRF.15927,,,,-
1650,Macrolides and viral infections: focus on azithromycin in COVID-19 pathology.,"The emergence of the new COVID-19 virus is proving to be a challenge in seeking effective therapies. Since the most severe clinical manifestation of COVID-19 appears to be a severe acute respiratory syndrome, azithromycin has been proposed as a potential treatment. Azithromycin is known to have immunomodulating and antiviral properties. In vitro studies have demonstrated the capacity of azithromycin in reducing production of pro-inflammatory cytokines such as IL-8, IL-6, TNF alpha, reduce oxidative stress, and modulate T-helper functions. At the same time there are multiple clinical evidences of the role of azithromycin in acute respiratory distress syndrome and against Middle East Respiratory syndrome (MERS). Some preliminary evidence has demonstrated controversial results regarding efficacy of azithromycin in combination with hydroxychloroquine in COVID-19. First, a French trial demonstrated 100% virological negativizing of six patients treated with azithromycin plus hydroxychloroquine vs. 57.1% of patients treated with only hydroxychloroquine and 12.5% of the control group (P < 0.05). On the other hand, another case series revealed no efficacy at all on 11 patients treated with the same combination and doses. Furthermore, there are some concerns regarding the association of azithromycin and hydroxychloroquine because of potential QT prolongation. In fact, both drugs have this as a potential side effect and evidence regarding the safe use of this combination is controversial. Despite the necessity to quickly find solutions for COVID-19, extreme caution must be used in evaluating the risk-benefit balance. However, based on preclinical and clinical evidence and some preliminary results in COVID-19, azithromycin could have potential in the fight against this new disease.",-,-,_,-,_,10.1016/j.ijantimicag.2020.106053,,['azithromycin'],['hydroxychloroquine'],-
1651,Flight of the COVID-19 patient: experience with a Wuhan evacuee: a case report.,"This case highlights our patient's clinical course, including diagnostic work-up, medical management, and challenges in defining non-infectivity in a relatively unknown disease.",-,-,_,-,_,10.1186/s13256-020-02396-8,,,,-
1652,Recovery of severely ill COVID-19 patients by intravenous immunoglobulin (IVIG) treatment: A case series.,Treatment with IVIG at the therapeutic dose of 0.3-0.5 g/kg can improve the clinical condition and O2 saturation and prevent the progression of pulmonary lesions in COVID-19 patients with severe symptoms in whom standard treatments have failed.,-,-,_,-,_,https://www.sciencedirect.com/science/article/pii/S0042682220300933,,,,-
1656,"Clinical course and treatment efficacy of COVID-19 near Hubei Province, China: a multicentre, retrospective study.","Currently, COVID-19 has been reported in nearly all countries globally. To date, little is known about the viral shedding duration, clinical course and treatment efficacy of COVID-19 near Hubei Province, China. This multicentre, retrospective study was performed in 12 hospitals in Henan and Shaanxi Provinces from 20 January to 8 February 2020. Clinical outcomes were followed up until 26 March 2020. The viral shedding duration, full clinical course and treatment efficacy were analysed in different subgroups of patients. A total of 149 COVID-19 patients were enrolled. The median age was 42 years, and 61.1% (91) were males. Of them, 133 (89.3%) had fever, 131 of 144 (91%) had pneumonia, 27 (18.1%) required intensive care unit (ICU) management, 3 (2%) were pregnant, and 3 (2%) died. Two premature newborns were negative for SARS-CoV-2. In total, the median SARS-CoV-2 shedding period and clinical course were 12 (IQR: 9-17; mean: 13.4, 95% CI: 12.5, 14.2) and 20 (IQR: 16-24; mean: 21.2, 95% CI: 20.1, 22.3) days, respectively, and ICU patients had longer median viral shedding periods (21 [17-24] versus 11 [9-15]) and clinical courses (30 [22-33] vs. 19 [15.8-22]) than non-ICU patients (both p < .0001). SARS-CoV-2 clearances occurred at least 2 days before fatality in 3 non-survivors. Current treatment with any anti-viral agent or combination did not present the benefit of shortening viral shedding period and clinical course (all p > .05) in real-life settings. In conclusion, the viral shedding duration and clinical course in Henan and Shaanxi Provinces were shorter than those in Hubei Province, and current anti-viral therapies were ineffective for shortening viral shedding duration and clinical course in real-world settings. These findings expand our knowledge of the SARS-CoV-2 infection and may be helpful for management of the epidemic outbreak of COVID-19 worldwide. Further studies concerning effective anti-viral agents and vaccines are urgently needed.",-,-,_,-,_,10.1111/tbed.13674,,,,-
