,titulo,resumo,resumo_traduzido,revista,data,qualis,H-index,doi,pro,contra,indefinido,resultados
1564,Methylprednisolone added to tocilizumab reduces mortality in SARS‐CoV‐2 pneumonia: an observational study,Our data suggest that anakinra could be beneficial in treating COVID-19 patients with evidence of cytokine storm syndrome when initiated early after onset of acute hypoxemic respiratory failure. Our patient selection and treatment approach should be considered for investigation in a clinical trial to determine the safety and efficacy of anakinra in treating patients with COVID-19 and symptoms of cytokine storm syndrome.,-,-,_,-,_,10.1111/joim.13145,['anakinra'],,"['methylprednisolone', 'tocilizumab']",-
1565,Association of Hydroxychloroquine with QTc Interval in Patients,Early QTc prolongation is frequent in COVID-19 patients treated with hydroxychloroquine or chloroquine in association with azithromycin.,-,-,_,-,_,10.1161/CIRCULATIONAHA.120.048476,,,"['hydroxychloroquine', 'chloroquine', 'azithromycin']",-
1566,Effect of Colchicine vs Standard Care on Cardiac and Inflammatory Biomarkers and Clinical Outcomes in Patients Hospitalized With Coronavirus Disease 2019: The GRECCO-19 Randomized Clinical Trial,ClinicalTrials.gov Identifier: NCT04326790.,-,-,_,-,_,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2767593,['colchicine'],,,-
1567,Febuxostat therapy in outpatients with suspected COVID-19: A clinical trial,This trial suggests that FBX is as an alternative treatment to HCQ for COVID-19 infection and may be considered in patients with a contraindication or precaution to HCQ.,-,-,_,-,_,10.1111/ijcp.13600,,,['febuxostat'],-
1571,A brief review of interplay between vitamin D and angiotensin-converting enzyme 2: Implications for a potential treatment for COVID-19,"The novel coronavirus disease 2019 (COVID-19) is rapidly expanding and causing many deaths all over the world with the World Health Organization (WHO) declaring a pandemic in March 2020. Current therapeutic options are limited and there is no registered and/or definite treatment or vaccine for this disease or the causative infection, severe acute respiratory coronavirus 2 syndrome (SARS-CoV-2). Angiotensin-converting enzyme 2 (ACE2), a part of the renin-angiotensin system (RAS), serves as the major entry point into cells for SARS-CoV-2 which attaches to human ACE2, thereby reducing the expression of ACE2 and causing lung injury and pneumonia. Vitamin D, a fat-soluble-vitamin, is a negative endocrine RAS modulator and inhibits renin expression and generation. It can induce ACE2/Ang-(1-7)/MasR axis activity and inhibits renin and the ACE/Ang II/AT1R axis, thereby increasing expression and concentration of ACE2, MasR and Ang-(1-7) and having a potential protective role against acute lung injury (ALI)/acute respiratory distress syndrome (ARDS). Therefore, targeting the unbalanced RAS and ACE2 down-regulation with vitamin D in SARS-CoV-2 infection is a potential therapeutic approach to combat COVID-19 and induced ARDS.",-,-,_,-,_,http://www.ncbi.nlm.nih.gov/pubmed/32584474,,['vaccine'],,-
1583,Ruxolitinib for Tocilizumab-Refractory Severe COVID-19 Infection,"Previous studies reported that coronavirus disease 2019 (COVID-19) was likely to result in liver injury. However, few studies reported the impacts of COVID-19 on liver function in patients with chronic liver diseases. We aimed to describe a case series of COVID-19 patients with chronic hepatitis B virus (HBV) infection. Confirmed hospitalized COVID-19 patients from hospitals in 10 cities of Jiangsu province, China, were retrospectively included between 18 January 2020 and 26 February 2020. Demographic information, epidemiologic data, clinical features, and treatment data were extracted from medical records. Seven COVID-19 patients with chronic HBV infection were included. Six (85.7%) patients were male. The patients aged from 33 to 49 years. Two patients had HBV-related cirrhosis. One patient (14.3%) was positive for serum HBV e-antigen. On admission, 1 (14.3%) patient had mildly elevated alanine aminotransferase (ALT) level (>40 U/L) and 1 (14.3%) had elevated aspartate aminotransferase (AST) level (>40 U/L). The serum albumin level and platelet counts were decreased in two patients with HBV-related liver cirrhosis. Three (42.9%) patients had elevated ALT level and 2 (28.6%) patients had elevated AST level in hospitalization. However, the peak ALT and AST level during hospitalization was 51 U/L and 44 U/L, respectively. As of 29 February 2020, all patients were discharged. No patient was admitted to the intensive care units or developed liver failure during hospitalization. The abnormalities of liver function are not uncommon on COVID-19 patients with chronic HBV infection in our case series. However, no patient developed severe liver-related complications during hospitalization.",-,-,_,-,_,10.1111/bjh.16979,,['ruxolitinib'],,-
1589,QT interval prolongation under hydroxychloroquine/ azithromycin association for inpatients with SARS-CoV-2 lower respiratory tract infection,"Association between Hydroxychloroquine (HCQ) and Azithromycin (AZT) is under evaluation for patients with lower respiratory tract infection (LRTI) caused by the Severe Acute Respiratory Syndrome (SARS-CoV-2). Both drugs have a known torsadogenic potential, but sparse data are available concerning QT prolongation induced by this association. Our objective was to assess for COVID-19 LRTI variations of QT interval under HCQ/AZT in patients hospitalized, and to compare manual versus automated QT measurements. Before therapy initiation, a baseline 12 lead-ECG was electronically sent to our cardiology department for automated and manual QT analysis (Bazett and Fridericia's correction), repeated 2 days after initiation. According to our institutional protocol (Pasteur University Hospital), HCQ/AZT was initiated only if baseline QTc ≤ 480ms and potassium level> 4.0 mmol/L. From March 24",-,-,_,-,_,10.1002/cpt.1968,,"['azithromycin', 'hydroxychloroquine']",,-
1590,Clinical Implications of Chloroquine and Hydroxychloroquine Ototoxicity for COVID-19 Treatment: A Mini-Review,"At this time of the COVID-19 pandemic, potentially effective treatments are currently under urgent investigation. Benefits of chloroquine and hydroxychloroquine for the treatment of COVID-19 infection have been proposed and clinical trials are underway. Chloroquine and hydroxychloroquine, typically used for the treatment of malaria and autoimmune diseases, have been considered for off-label use in several countries. In the literature, there are reports of ototoxic effects of the drugs causing damage to the inner ear structures, which then result in hearing loss, tinnitus, and/or imbalance. This mini-review represents a summary of the findings from a systematic search regarding ototoxicity of chloroquine and hydroxychloroquine in the published literature. The characteristics of sensorineural hearing loss and/or tinnitus after chloroquine or hydroxychloroquine treatment can be temporary but reports of persistent auditory and vestibular dysfunction exist. These are not frequent, but the impact can be substantial. Additionally, abnormal cochleovestibular development in the newborn was also reported after chloroquine treatment in pregnant women. The suggested dose of chloroquine for COVID-19 infection is considerably higher than the usual dosage for malaria treatment; therefore, it is plausible that the ototoxic effects will be greater. There are potential implications from this review for survivors of COVID-19 treated with chloroquine or hydroxychloroquine. Patient reports of hearing loss, tinnitus, or imbalance should be noted. Those with troublesome hearing loss, tinnitus and/or imbalance are encouraged to be referred for hearing evaluation and interventions once they are stable. Clinical trials of chloroquine or hydroxychloroquine should also consider including audiological monitoring in the protocol.",-,-,_,-,_,https://www.frontiersin.org/article/10.3389/fpubh.2020.00252,"['chloroquine', 'hydroxychloroquine']",,,-
1591,Clinical Efficacy of Chloroquine derivatives in COVID-19 Infection: Comparative meta-analysis between the Big data and the real world,"In the context of the current coronavirus disease 2019 (COVID-19) pandemic, we conducted a meta-analysis on the effects of chloroquine derivatives in patients, based on unpublished and published reports available publicly on the internet as of 27 May 2020. The keywords 'hydroxychloroquine', 'chloroquine', 'coronavirus', 'COVID-19' and 'SARS-Cov-2' were used in the PubMed, Google Scholar and Google search engines without any restrictions as to date or language. Twenty studies were identified involving 105 040 patients (19 270 treated patients) from nine countries (Brazil, China, France, Iran, Saudi Arabia, South Korea, Spain and the USA). Big data observational studies were associated with conflict of interest, lack of treatment dosage and duration, and absence of favourable outcome. Clinical studies were associated with favourable outcomes and details on therapy. Among clinical studies, three of four randomized controlled trials reported a significant favourable effect. Among clinical studies, a significant favourable summary effect was observed for duration of cough (OR 0.19, p 0.00003), duration of fever (OR 0.11, p 0.039), clinical cure (OR 0.21, p 0.0495), death (OR 0.32, p 4.1 × 10",-,-,_,-,_,10.1016/j.nmni.2020.100709,,,['chloroquine'],-
1598,"The clinical value of two combination regimens in the Management of Patients Suffering from Covid-19 pneumonia: a single centered, retrospective, observational study","This study revealed the beneficial effect of the short-term use of low-dose prednisolone in combination with azithromycin, naproxen and lopinavir/ritonavir (regimen I), in decreasing ALOS compared to regimen II. Since there is still lack of evidence for safety of this regimen, further investigation in our ongoing follow-up to deal with COVID-19 pneumonia is underway. Graphical abstract.",-,-,_,-,_,10.1007/s40199-020-00353-w,"['prednisolone', 'azithromycin', 'naproxen']",,,-
1600,Combination of Ruxolitinib and Eculizumab for Treatment of Severe SARS-CoV-2-Related Acute Respiratory Distress Syndrome: A Controlled Study,"To date, there are no specific therapeutic strategies for treatment of COVID-19. Based on the hypothesis that complement and coagulation cascades are activated by viral infection, and might trigger an acute respiratory distress syndrome (ARDS), we report clinical outcomes of 17 consecutive cases of SARS-CoV-2-related ARDS treated (N = 7) with the novel combination of ruxolitinib, a JAK1/2 inhibitor, 10 mg/twice daily for 14 days and eculizumab, an anti-C5a complement monoclonal antibody, 900 mg IV/weekly for a maximum of three weeks, or with the best available therapy (N = 10). Patients treated with the combination showed significant improvements in respiratory symptoms and radiographic pulmonary lesions and decrease in circulating D-dimer levels compared to the best available therapy group. Our results support the use of combined ruxolitinib and eculizumab for treatment of severe SARS-CoV-2-related ARDS by simultaneously turning off abnormal innate and adaptive immune responses.",-,-,_,-,_,10.3389/fphar.2020.00857/full,,,"['ruxolitinib', 'eculizumab']",-
1603,Successful treatment of severe COVID-19 with subcutaneous anakinra as a sole treatment. Rheumatology.,"Through bioinformatics method analysis, this study provides a new perspective to explore the pathogenesis, gene regulatory networks and provide drug compounds as a reference for COVID-19 Myocarditis. It is worth highlighting that critical genes (CDK1, KIF20A, PBK, KIF2C, CDC20, UBE2C) may be potential biomarkers and treatment targets of COVID-19 Myocarditis for future study.",-,-,_,-,_,10.1093/rheumatology/keaa318,['anakinra'],,,-
1608,A complex COVID-19 case with rheumatoid arthritis treated with tocilizumab,"Recurrences of COVID-19 were observed in a patient with long-term usage of hydroxychloroquine, leflunomide, and glucocorticoids due to her 30-year history of rheumatoid arthritis (RA). Tocilizumab was applied and intended to target both COVID-19 and RA. However, disease of this patient aggravated after usage of tocilizumab. After the discussion of a multiple disciplinary team (MDT) including rheumatologists, antimicrobial treatments were applied to target the potential opportunistic infections (Pneumocystis jirovecii and Aspergillus fumigatus), which were authenticated several days later via high throughput sequencing. As an important cytokine in immune responses, IL-6 can be a double-edged sword: interference in the IL-6-IL-6 receptor signaling may save patients from cytokine release storm (CRS), but can also weaken the anti-infectious immunity, particularly in rheumatic patients, who may have received a long-term treatment with immunosuppressive/modulatory agents. Thus, we suggest careful considerations before and close monitoring in the administration of tocilizumab in rheumatic patients with COVID-19. Besides tocilizumab, several disease-modifying antirheumatic drugs (DMARDs) can also be applied in the treatment of COVID-19. Therefore, we also reviewed and discussed the application of these DMARDs in COVID-19 condition.",-,-,_,-,_,10.1007/s10067-020-05234-w,,['tocilizumab'],"['hydroxychloroquine', 'leflunomide']",-
1609,Bradycardia in Patients With COVID-19: A Calm Before the Storm?,"Cardiac manifestations of coronavirus disease 19 (COVID-19), including arrhythmia, have been described in the literature. However, to our knowledge, association of COVID-19 with bradycardia has not been reported. This case study describes sinus bradycardia as a potential manifestation of COVID-19. This is a retrospective case series of four patients with laboratory-confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, admitted to St. Luke's University Health Network ICU between 24 March 2020 and 5 April 2020. Medical records of these patients were reviewed using the EPIC electronic health record system. Demographic, clinical, laboratory, and treatment data were reviewed against periods of bradycardia in each patient. The patient group comprised two males and two females. Two patients had pre-existing cardiovascular (CV) comorbidities but no history of arrythmias. Heart rates ranged between 66 and 88 beats/min on admission. The lowest rates during bradycardia were between 42 and 49 beats/min. The onset of sinus bradycardia in patients 1, 2, and 3 were day nine, 15, and five of illness, respectively. Patient 4 had three episodes of bradycardia, starting on day 10 of illness. Patients' bradycardia episodes lasted one to 14 days. During bradycardia, maximum body temperatures ranged between 99.9 and 100.2 degree Fahrenheit. Patients 2, 3, and 4 required vasopressors to maintain mean arterial pressure > 65 mmHg during episodes. All four patients were on propofol at some point during bradycardia with patients 1, 2, and 3 also receiving dexmedetomidine. There was no consistent correlation of these medications with bradycardia. Electrocardiogram (ECG) findings included sinus bradycardia. Prolonged QTc interval observed in patient 2 on admission improved during bradycardia. Transient sinus bradycardia is a possible manifestation of COVID-19 and is important for close CV surveillance. Etiology can be multifactorial, but severe hypoxia, inflammatory damage of cardiac pacemaker cells, and exaggerated response to medications are possible triggers. High levels of pro-inflammatory cytokines may act directly on the sinoatrial (SA) node contributing to the development of bradycardia. This may be a warning sign of the onset of a serious cytokine storm. An increased awareness of possible exaggerated bradycardia response is important to consider with the use of empiric medications which have arrhythmogenic effects.",-,-,_,-,_,PUBMED_ID:32550090,,,"['propofol', 'dexmedetomidine']",-
1614,Non-optimal effectiveness of convalescent plasma transfusion and hydroxychloroquine in treating COVID-19: a case report.,"These findings suggested that the effectiveness of combination therapy with CP and hydroxychloroquine may be non-optimal, and specific therapy needs to be explored.",-,-,_,-,_,10.1186/s12985-020-01354-6,,,['hydroxychloroquine'],-
1616,Vaccine development and therapeutic design for 2019‐ncov/SARS‐cov‐2: challenges and chances.,"The ongoing outbreak of the recently emerged 2019 novel coronavirus (nCoV), which has seriously threatened global health security, is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) with high morbidity and mortality. Despite the burden of the disease worldwide, still, no licensed vaccine or any specific drug against 2019-nCoV is available. Data from several countries show that few repurposed drugs using existing antiviral drugs have not (so far) been satisfactory and more recently were proven to be even highly toxic. These findings underline an urgent need for preventative and therapeutic interventions designed to target specific aspects of 2019-nCoV. Again the major factor in this urgency is that the process of data acquisition by physical experiment is time-consuming and expensive to obtain. Scientific simulations and more in-depth data analysis permit to validate or refute drug repurposing opportunities predicted via target similarity profiling to speed up the development of a new more effective anti-2019-nCoV therapy especially where in vitro and/or in vivo data are not yet available. In addition, several research programs are being developed, aiming at the exploration of vaccines to prevent and treat the 2019-nCoV. Computational-based technology has given us the tools to explore and identify potentially effective drug and/or vaccine candidates which can effectively shorten the time and reduce the operating cost. The aim of the present review is to address the available information on molecular determinants in disease pathobiology modules and define the computational approaches employed in systematic drug repositioning and vaccine development settings for SARS-CoV-2.",-,-,_,-,_,10.1002/jcp.29771,['vaccine'],,,-
1624,Systematic review of registered trials of Hydroxychloroquine prophylaxis for COVID-19 health-care workers at the first third of 2020.,"In the absence of a vaccine the medical and scientific community is looking intensely at utilizing a pre or post exposure drug that could decrease viremia. The search for a medication that could reduce risk of serious disease, and ideally of any manifestation of disease from SARS-CoV2, and of asymptomatic shedding of SARS-CoV2 is of urgent interest. Repurposing existing pharmaceuticals is among the approaches to achieve these ends. We performed a systematic review of all interventional studies registered in ClinicalTrials.gov with a focus on one repurposed drug, Hydroxychloroquine (HCQ). The detailed analysis of these studies, some of them already recruiting, provide an overall picture of HCQ use as a COVID-19 prophylaxis around the world. Among the included studies, all but three were randomized and parallel and most of them (74%, 23/31) were double-blinded to quadruple-blinded studies. We found a great diversity in dosing and nearly all the possible scientifically reasonable regimens are under evaluation. This diversity offers benefits as well as challenges. Importantly, the final analysis of these trials should be done through an extensive reading of the results in regard to the clinical design, it will be crucial to carefully read and evaluate the results of each study in regards to the clinical design rather than quickly glancing a 140 characters-based social media message announcing the failure or success of a drug against a disease.",-,-,_,-,_,10.1016/j.onehlt.2020.100141,,,"['hydroxychloroquine', 'vaccine']",-
1635,"Hydroxychloroquine treatment in COVID‐19: a descriptive observational analysis of 30 cases from a single center in Wuhan, China.","Hydroxychloroquine (HCQ) garnered scientific attention in early February following publication of reports showing in vitro activity of chloroquine (CQ) against coronavirus disease 2019 (COVID-19). While studies are mixed on this topic, the therapeutic effect of HCQ or CQ still need more valid clinical evidence. In this descriptive observational study, we aimed to discuss the treatment response of HCQ in COVID-19 infected patients and 30 cases were included. The demographic, treatment, laboratory parameters of C-reactive protein (CRP) and interleukin-6 (IL-6) before and after HCQ therapy and clinical outcome in the 30 patients with COVID-19 were assessed. To evaluate the effect of mediation time point, we also divided these cases into two groups, patients began administrated with HCQ within 7 days hospital (defined as early delivery group) and 7 days after hospital (defined as later delivery group). We found that, the elevated IL-6, a risk factor in severe patients were reduced to normal level after HCQ treatment. More importantly, patients treated with HCQ at the time of early hospital recovered faster than those who treated later or taken as second line choose for their obvious shorter hospitalization time. In summary, early use of HCQ was better than later use and the effect of IL-6 and CRP level cannot be ruled out.",-,-,_,-,_,10.1002/jmv.26193,,,"['hydroxychloroquine', 'chloroquine']",-
1638,Lopinavir-ritonavir versus hydroxychloroquine for viral clearance and clinical improvement in patients with mild to moderate coronavirus disease 2019.,"Lopinavir-ritonavir was associated with more rapid viral clearance than hydroxychloroquine in mild to moderate COVID-19, despite comparable clinical responses. These findings should be confirmed in randomized, controlled trials.",-,-,_,-,_,http://www.ncbi.nlm.nih.gov/pubmed/32536150,['hydroxychloroquine'],,,-
1642,"Five severe COVID-19 pneumonia patients treated with triple combination therapy with lopinavir/ritonavir, hydroxychloroquine, and interferon β-1b.","In pregnant patients with severe bilateral COVID-19 pneumonia, iNO200 was associated with a reduced need for oxygen supplementation and shorter hospital stay.",-,-,_,-,_,https://europepmc.org/article/pmc/pmc7293467,,"['hydroxychloroquine', 'oxygen']",,-
1647,Vaccination strategies to combat novel corona virus SARS-CoV-2.,"The 2019-novel coronavirus disease (COVID-19) is caused by SARS-CoV-2 is transmitted from human to human has recently reported in China. Now COVID-19 has been spread all over the world and declared epidemics by WHO. It has caused a Public Health Emergency of International Concern. The elderly and people with underlying diseases are susceptible to infection and prone to serious outcomes, which may be associated with acute respiratory distress syndrome (ARDS) and cytokine storm. Due to the rapid increase of SARS-CoV-2 infections and unavailability of antiviral therapeutic agents, developing an effective SAR-CoV-2 vaccine is urgently required. SARS-CoV-2 which is genetically similar to SARS-CoV and Middle East respiratory syndrome coronavirus (MERS-CoV) is an enveloped, single and positive-stranded RNA virus with a genome comprising 29,891 nucleotides, which encode the 12 putative open reading frames responsible for the synthesis of viral structural and nonstructural proteins which are very similar to SARS-CoV and MERS-CoV proteins. In this review we have summarized various vaccine candidates i.e., nucleotide, subunit and vector based as well as attenuated and inactivated forms, which have already been demonstrated their prophylactic efficacy against MERS-CoV and SARS-CoV, so these candidates could be used as a potential tool for the development of a safe and effective vaccine against SARS-CoV-2.",-,-,_,-,_,10.1016/j.lfs.2020.117956,['vaccine'],,,-
1648,Promising Antiviral Candidate Drug for the COVID-19 Pandemic: A Mini-Review of Remdesivir.,"Remdesivir (GS-5734), a viral RNA-dependent RNA polymerase (RdRP) inhibitor that can be used to treat a variety of RNA virus infections, is expected to be an effective treatment for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. On May 1, 2020, The U.S. Food and Drug Administration (FDA) has granted Emergency Use Authorization (EUA) for remdesivir to treat COVID-19 patients. In light of the COVID-19 pandemic, this review presents comprehensive information on remdesivir, including information regarding the milestones, intellectual properties, anti-coronavirus mechanisms, preclinical research and clinical trials, and in particular, the chemical synthesis, pharmacology, toxicology, pharmacodynamics and pharmacokinetics of remdesivir. Furthermore, perspectives regarding the use of remdesivir for the treatment of COVID-19 are also discussed.",-,-,_,-,_,10.1016/j.ejmech.2020.112527,['remdesivir'],,,-
1650,Macrolides and viral infections: focus on azithromycin in COVID-19 pathology.,"The emergence of the new COVID-19 virus is proving to be a challenge in seeking effective therapies. Since the most severe clinical manifestation of COVID-19 appears to be a severe acute respiratory syndrome, azithromycin has been proposed as a potential treatment. Azithromycin is known to have immunomodulating and antiviral properties. In vitro studies have demonstrated the capacity of azithromycin in reducing production of pro-inflammatory cytokines such as IL-8, IL-6, TNF alpha, reduce oxidative stress, and modulate T-helper functions. At the same time there are multiple clinical evidences of the role of azithromycin in acute respiratory distress syndrome and against Middle East Respiratory syndrome (MERS). Some preliminary evidence has demonstrated controversial results regarding efficacy of azithromycin in combination with hydroxychloroquine in COVID-19. First, a French trial demonstrated 100% virological negativizing of six patients treated with azithromycin plus hydroxychloroquine vs. 57.1% of patients treated with only hydroxychloroquine and 12.5% of the control group (P < 0.05). On the other hand, another case series revealed no efficacy at all on 11 patients treated with the same combination and doses. Furthermore, there are some concerns regarding the association of azithromycin and hydroxychloroquine because of potential QT prolongation. In fact, both drugs have this as a potential side effect and evidence regarding the safe use of this combination is controversial. Despite the necessity to quickly find solutions for COVID-19, extreme caution must be used in evaluating the risk-benefit balance. However, based on preclinical and clinical evidence and some preliminary results in COVID-19, azithromycin could have potential in the fight against this new disease.",-,-,_,-,_,10.1016/j.ijantimicag.2020.106053,,['azithromycin'],['hydroxychloroquine'],-
1659,Should cyclosporine be useful in renal transplant recipients affected by SARS-CoV-2?,"Minimization of immunosuppression and administration of antiretrovirals have been recommended for kidney transplant recipients (KTRs) with coronavirus disease 2019 (COVID-19). However, outcomes remain poor. Given the likely benefit of cyclosporine because of its antiviral and immunomodulatory effect, we have been using it as a strategy in KTRs diagnosed with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). We studied 29 kidney transplant recipients (KTRs) who were admitted to our institution with COVID-19 between March 15and April, 24, 2020. Mycophenolate and/or mammalian target of rapamycin inhibitors (mTORi) were discontinued in all patients. Two therapeutic strategies were compared: Group 1, minimization of calcineurin inhibitors (N = 6); and Group 2, cyclosporine-based therapy (N = 23), with 15 patients switched from tacrolimus. Hydroxychloroquine was considered in both strategies but antivirals in none. Six patients died after respiratory distress (20.6%). Five required mechanical ventilation (17.2%), and 3 could be weaned. Nineteen patients had an uneventful recovery (65.5%). In group 1, 3 of 6 patients died (50%) and 1 of 6 required invasive mechanical ventilation (16.7%). In group 2, 3 of 23 patients died (12.5%). Renal function did not deteriorate and signs of rejection were not observed in any patient on the second treatment regime. In conclusion, immunosuppressant treatment based on cyclosporine could be safe and effective for KTRs diagnosed with COVID-19.",-,-,_,-,_,10.1111/ajt.16141,['cyclosporine'],,"['tacrolimus', 'hydroxychloroquine']",-
1662,Heparin as a Therapy for COVID-19: Current Evidence and Future Possibilities.,"Coronavirus disease 2019 (COVID-19), the clinical syndrome associated with infection by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has impacted nearly every country in the world. Despite an unprecedented focus of scientific investigation, there is a paucity of evidence-based pharmacotherapies against this disease. Because of this lack of data-driven treatment strategies, broad variations in practice patterns have emerged. Observed hypercoagulability in patients with COVID-19 has created debate within the critical care community on the therapeutic utility of heparin. We seek to provide an overview of the data supporting the therapeutic use of heparin, both unfractionated and low molecular weight, as an anticoagulant for the treatment of SARS-CoV-2 infection. Additionally, we review preclinical evidence establishing biological plausibility for heparin and synthetic heparin-like drugs as therapies for COVID-19 through antiviral and anti-inflammatory effects. Finally, we discuss known adverse effects and theoretical off-target effects that may temper enthusiasm for the adoption of heparin as a therapy in COVID-19 without confirmatory prospective randomized controlled trials. Despite previous failures of anticoagulants in critical illness, plausibility of heparin for COVID-19 is sufficiently robust to justify urgent randomized controlled trials to determine the safety and effectiveness of this therapy.",-,-,_,-,_,10.1152/ajplung.00199.2020,['heparin'],,,-
1668,The Janus kinase 1/2 inhibitor ruxolitinib in COVID-19 with severe systemic hyperinflammation,"A subgroup of patients with severe COVID-19 suffers from progression to acute respiratory distress syndrome and multiorgan failure. These patients present with progressive hyperinflammation governed by proinflammatory cytokines. An interdisciplinary COVID-19 work flow was established to detect patients with imminent or full blown hyperinflammation. Using a newly developed COVID-19 Inflammation Score (CIS), patients were prospectively stratified for targeted inhibition of cytokine signalling by the Janus Kinase 1/2 inhibitor ruxolitinib (Rux). Patients were treated with efficacy/toxicity guided step up dosing up to 14 days. Retrospective analysis of CIS reduction and clinical outcome was performed. Out of 105 patients treated between March 30th and April 15th",-,-,_,-,_,https://www.nature.com/articles/s41375-020-0891-0,,['ruxolitinib'],,-
1678,Anticoagulation with Argatroban in patients with acute antithrombin deficiency in severe COVID -19.,"Severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2) has caused significant morbidity and mortality worldwide. Though previous coronaviruses have caused substantial epidemics in recent years, effective therapies remained limited at the start of the Coronavirus disease 19 (COVID-19) pandemic. The emergence and rapid spread throughout the globe of the novel SARS-CoV-2 virus necessitated a rapid development of therapeutics. Given the multitude of therapies that have emerged over the last two years and the evolution of data surrounding the efficacy of these therapies, we aim to provide an update on the major clinical trials that influenced clinical utilization of various COVID-19 therapeutics. This review focuses on currently used therapies in the United States and discusses the molecular mechanisms by which these therapies target the SARS-CoV-2 virus or the COVID-19 disease process. PubMed and EMBASE were used to find trials assessing the efficacy of various COVID-19 therapies. The keywords SARS-CoV-2, COVID-19, and the names of the various therapies included in this review were searched in different combinations to find large-scale randomized controlled trials performed since the onset of the COVID-19 pandemic. Multiple therapeutic options are currently approved for the treatment of SARS-CoV-2 and prevention of severe disease in high-risk individuals in both in the inpatient and outpatient settings. In severe disease, a combination of antiviral and immunomodulatory treatments is currently recommended for treatment. Additionally, anti-viral agents have shown promise in preventing severe disease and hospitalization for those in the outpatient setting. More recently, current therapeutic approaches are directed toward early treatment with monoclonal antibodies directed against the SARS-CoV-2 virus. Despite this, no treatment to date serves as a definitive cure and vaccines against the SARS-CoV-2 virus remain our best defense to prevent further morbidity and mortality.",-,-,_,-,_,10.1111/bjh.16927,,['argatroban'],,-
1688,"Combination antiviral therapy with lopinavir/ritonavir, arbidol and interferon-α1b for COVID-19","Since the outbreak of coronavirus disease (COVID-19) that was discovered in 2019 in Wuhan, China, no standard therapy guideline has been set despite the severity of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and its high infectivity. The globally pandemic outbreak suggests that COVID-19 is highly infectious and difficult to control. A dual-combination of ribavirin and interferon-α has been the widely used regimen for the treatment of this disease in China. However, due to the varying results of treatment with these drugs, a novel antiviral combination therapy is urgently needed. This case reports the usage of lopinavir/ritonavir-based combination antiviral regimen for a patient with SARS-CoV-2 infection.",-,-,_,-,_,https://www.intmedpress.com/serveFile.cfm?sUID=375134ca-b54c-4c12-9965-c20565fb4560,,,['ribavirin'],-
1689,Tocilizumab in the treatment of a critical COVID-19 patient: a case report.,"Infection following SARS-Co V-2 leading to COVID-19 disease is associated with significant morbidity and mortality. The clinical entity, COVID-19 cytokine storm syndrome (CSS) is a severe immunological manifestation of the disease associated with ominous consequences. Tocilizumab is interleukin-6 inhibitors that has been shown to hamper the catastrophic outcomes of CCS including the need for mechanical ventilation as well as reduce mortality, but the usage is limited by warnings of reactivation of potential latent infections or immune dysfunctions including severe neutropenia. We describe a case of 39-year-old Nepalese male patient with a background of scleritis maintained on azathioprine and rituximab therapy with normal baseline parameters including complete blood count who presented with acute COVID-19 infection including associated leukopenia as well as severe neutropenia (absolute neutrophil count of 300 cells/µl), then progressed to critical disease culminating into CSS. Based on risks and benefits evaluation, the patient was treated with tocilizumab reinforced with granulocytes-colony stimulating factor (G-CSF, Filgrastim) to full recovery and safe outcome including reversal of neutropenia.",-,-,_,-,_,https://www.europeanreview.org/article/21372,,"['tocilizumab', 'azathioprine', 'rituximab']",,-
1691,Case series of six kidney transplanted patients with COVID-19 pneumonia treated with tocilizumab.,"Few reports described the outcome of kidney transplanted patients (KTs) affected by COVID-19 treated with interleukin-6 receptor inhibitor tocilizumab (TCZ). We report our case series of 6 KTs with COVID-19 pneumonia who received TCZ: All were of male gender, with a mean age of 55.5 ± 8.4 years, a median time from transplantation of 3611 days (1465-5757); 5/6 had cardiovascular comorbidities, 1/6 had diabetes, and 3/6 have one or more previous KTs. Four out of six patients died, at an average time of 9.75 ± 2.4 days after tocilizumab administration, 3/6 due to a coexistent septic shock. Two patients improved after TCZ and were discharged at 20 and 21 days, respectively; in both patient, a significant increase of total lymphocyte count was observed. In conclusion, KTs, where the role of peculiar factors such as chronic immunosuppression is still undetermined, represent a high-risk group with significant COVID-19-associated mortality. The evaluation of the TCZ effect in COVID-19 pneumonia requires controlled studies (ideally RCTs) in this specific population.",-,-,_,-,_,10.1111/tid.13348,,['tocilizumab'],,-
1692,Famotidine use and quantitative symptom tracking for COVID-19 in non- hospitalised patients: a case series.,The results of this case series suggest that high-dose oral famotidine is well tolerated and associated with improved patient-reported outcomes in non-hospitalised patients with COVID-19.,-,-,_,-,_,https://gut.bmj.com/content/early/2020/06/10/gutjnl-2020-321852,['famotidine'],,,-
